id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
K2cec8tvhCGCCrAHqF_aSA,Customer_8526,2017-02-13 20:46:42,⭐⭐⭐⭐,This is an awesome place to come for a boozy brunch and a good time! It is a very lively atmosphere with a lot of TVs so also a great place to watch sports while grabbing a few drinks and some delish food. I would highly recommend the chorizo biscuits and gravy - there is a cheesy goodness to this dish that will cure any hangover and leave you with a happy tummy. They also have a great mix of cocktails and beer that makes for great day drinking!,Uptown,Tavern,76.95,10.57,13.7,1,36-45,Non-binary,African American
WeEwR5kv59drLBgdMIAWvA,Customer_2230,2017-06-30 23:32:16,⭐⭐⭐⭐,,Uptown,Tavern,64.24,8.45,13.2,4,56-65,Female,Other
89tIlGxzZ4q6l0Qb51lXdw,Customer_9042,2012-10-13 16:39:17,⭐⭐⭐⭐⭐,"Great food!  The menu is full of interesting, and unique items.  I tried the smoked salmon eggs benedict, and it was phenomenal.  The interior is very well decorated, and the servers were helpful and prompt.  Though it was a little on the expensive side, it was well worth the cost for such a great experience.",Uptown,Tavern,113.6,18.07,15.9,2,,Prefer not to say,Asian
OQYYoKzjkdcKQoTdzO2ZZg,Customer_9180,2017-02-13 02:57:05,⭐⭐⭐,"I went to Tavern on a Saturday night and waited about 20 minutes for our table for 2, which really is pretty good! We ordered a few plates to share- egg rolls, fish tacos and Tuscan fries. The egg rolls were served with queso and salsa... for a Chinese food... that was weird. When I've had garlic Parmesan fries in the past, they're usually served with a dipping sauce of some kind, but these were not. We were given a heaping serving of them that 2 of us couldn't finish though. The fish tacos were by far the best dish we had- HIGHLY recommend them! Our waitress was very nice, though it took her quite a few minutes to actually come over to us initially to take drink orders. Other than that she was wonderful. We each ordered a cocktail and they were strong for sure- I was just unimpressed with both. The julep was decent. The second drink was a grapefruit/lemon lime/ vodka drink that tasted like I drank straight grapefruit juice instead of a mixed drink... to be fair, the waitress did ask if I wanted it remade. The ambiance was great, and it was defintely crowded. They had a DJ playing music and it was a younger crowd.",Uptown,Tavern,38.05,4.72,12.4,3,18-25,Prefer not to say,Hispanic
dbJ4zDy3M05kDwx1LOw_Kg,Customer_5690,2013-03-26 00:11:53,⭐⭐⭐⭐,,Uptown,Tavern,16.0,2.95,18.4,2,65+,Female,Hispanic
qMoYM4m_CMrrXfnDRz9ZGw,Customer_2247,2018-05-31 01:26:53,⭐⭐⭐⭐,"We waited an hour and a half to eat at this restaurant for a party of 3. We sat at the bar where they offered 2 for 1 drinks. 2 drinks for the price of 1!! What could be better? Towards the end of our hour and a half wait we began to get to hungry so we ordered some fries. They were very yummy!! Since eating the fries, by the time we got our table and ordered a meal, I wasn't very hungry. So I didn't  eat much of the omelette I ordered. So I don't have much feedback for that.",Uptown,Tavern,50.2,12.29,24.5,2,18-25,Non-binary,Asian
clSTQLuLu11UhwSPKEtToA,Customer_8099,2018-05-11 21:48:59,⭐⭐⭐⭐⭐,"Excellent service, has air conditioning which is great in the south, my favorite was the chicken chicharrón ""chicharrón"" good location in the block is the best one!",Uptown,Tavern,27.33,0.0,0.0,2,46-55,Male,Other
uWTEzKQTi_oI8-D8Fk07PQ,Customer_6523,2018-07-08 05:00:47,⭐⭐,Waited 1.5 hours in the bar next door to eat at this overhyped egg factory. Not worth it what so ever. Go to Hattie bs or princes and skip it.,Uptown,Tavern,26.5,2.05,7.7,4,36-45,Female,
cCNHSQG4rqISbvnfdRjVJw,Customer_2229,2017-09-22 05:54:30,⭐⭐⭐⭐,,Uptown,Tavern,24.93,6.38,25.6,2,65+,Non-binary,Native American
OQYYoKzjkdcKQoTdzO2ZZg,Customer_8643,2017-02-13 02:57:05,⭐⭐⭐,"I went to Tavern on a Saturday night and waited about 20 minutes for our table for 2, which really is pretty good! We ordered a few plates to share- egg rolls, fish tacos and Tuscan fries. The egg rolls were served with queso and salsa... for a Chinese food... that was weird. When I've had garlic Parmesan fries in the past, they're usually served with a dipping sauce of some kind,  but these were not. We were given a heaping serving of them that 2 of us couldn't finish though. The fish tacos were by far the best dish we had- HIGHLY recommend them! Our waitress was very nice, though it took her quite a few minutes to actually come over to us initially to take drink orders. Other than that she was wonderful. We each ordered a cocktail and they were strong for sure- I was just unimpressed with both. The julep was decent. The second drink was a grapefruit/lemon lime/ vodka drink that tasted like I drank straight grapefruit juice instead of a mixed drink... to be fair, the waitress did ask if I wanted it remade. The ambiance was great, and it was definitely crowded. They had a DJ playing music and it was a younger crowd.",Uptown,Tavern,15.47,2.95,19.1,4,56-65,,Native American
T9notipZzakxsGqZNrR2Fg,Customer_6880,2017-04-30 16:40:19,⭐⭐⭐⭐⭐,"First and foremost, this place is worth the wait. If you are planning to eat here, and didn't come before opening, expect at least a 20-30 minute wait if you're lucky. We got here right when the doors opened and only had to wait 20 minutes to get seated. The food is everything it's hyped up to be, and the service was really great. So, as said earlier, this place is worth the wait.",Uptown,Tavern,103.82,15.19,14.6,3,56-65,Non-binary,Asian
kgnwwMBg1O0Y9Ty951_Lig,Customer_1501,2017-12-16 15:29:13,⭐⭐⭐⭐,,Uptown,Tavern,62.68,9.49,15.1,2,56-65,Non-binary,Other
50WMEVZvre_J9sEA9Xj2uQ,Customer_7584,2018-06-10 22:40:13,⭐⭐⭐⭐⭐,From service to taste this restaurant had it all. Their mahi sandwich was cooked and seasoned perfectly. Their drink selection was vast and test,Uptown,Tavern,78.66,14.14,18.0,2,36-45,,Native American
JEznrmADZ6HgxUwggBW0Ww,Customer_4018,2018-05-20 13:15:26,⭐⭐⭐,,Uptown,Tavern,44.08,5.0,11.3,4,65+,Male,
qaUWafjUY5EhoLHZCEvZ2g,Customer_6924,2012-04-03 02:30:04,⭐⭐⭐⭐,My vegan friend had the kale salad and loved it. I had one of the taco options -- pretty good too. Wine list was short but reasonably priced. Service was friendly. Better than many of the other options near campus.,Uptown,Tavern,50.59,6.99,13.8,2,18-25,Non-binary,Other
xPS_JW---lzeO4Z68IFkTg,Customer_8805,2015-07-05 22:04:46,⭐⭐⭐⭐,,Uptown,Tavern,31.04,3.26,10.5,2,18-25,Male,Native American
wp4A8FE8F1cMpNx1sjzskw,Customer_5496,2017-10-27 02:42:29,⭐,,Uptown,Tavern,44.86,9.27,20.7,4,26-35,Male,Other
VqICh9JO97h5NTs8W5wjzQ,Customer_7897,2014-07-28 01:49:33,⭐⭐⭐⭐,"Service was ok, but the food was excellent.  Nothing against our sweet server, but she was alone on a 20 person table - really? I completely blame that one on management! 

Buffalo cauliflower was awesome and the chicken skewers were so so good!  Everyone had a wonderful time! 

Ambiance was so fun!",Uptown,Tavern,30.08,8.12,27.0,3,36-45,Male,
TNgy0o_Bw8JvyEgvrSsKGg,Customer_2681,2018-08-17 11:15:11,⭐⭐⭐⭐⭐,,Uptown,Tavern,38.42,5.95,15.5,2,18-25,Prefer not to say,Other
z7Q-X5Hq3dFjZY9AI7DQUw,Customer_5455,2015-10-26 04:38:30,⭐⭐,Meh. I don't see how this place got such high marks. We started off with the cauliflower buffalo bites and steak and cheese egg rolls. The cauliflower bites were kind of soggy/a little overdone. The cheese steak egg rolls were nothing to write home about either. They were served up with what tasted like a hunts ketchup dip and a cheese dip straight out of a jar. I ordered the turkey BLT and asked for an extra side of the avocado aioli. The aioli did not taste like avocado. The turkey BLT should just be called a turkey sandwich because BLTs should contain a decent amount of bacon and lettuce. My sandwich came with a sliver of bacon and even less lettuce. It was stacked with turkey but it needed way more lettuce to help freshen it up. It was served with sweet potato chips that were soaked in oil. 1/4 were edible and the rest were to drenched in oil to even think about eating. I don't know why our food took so long. For sure they weren't back there frying up fresh chips for me.,Uptown,Tavern,59.04,0.0,0.0,1,46-55,Female,African American
6lN8DOJi5bzbpUgI8EOF8A,Customer_4148,2018-07-09 06:59:59,⭐⭐⭐,"Looks, from the street, like it would be good, but it was just okay. Our waitress pretty much forgot about us the entire time we were there. Not sure what that was all about. We tried practicing mindfulness to make the time pass while we were waiting for her to come back out and take our order. My nachos were disappointing--basically felt like a slice of cheese was melted over chips with globs of black beans. The kale salad was a warm mound of wilted kale mixed with parm cheese. My son liked his burger, so that was good.",Uptown,Tavern,55.23,8.29,15.0,2,18-25,Male,Mixed
no9ZhPLnxlhx6GKk3s5AHA,Customer_3643,2015-12-22 21:37:23,⭐⭐⭐⭐⭐,,Uptown,Tavern,63.98,14.1,22.0,3,26-35,,African American
DjFNqrxYXvcqPVmUQiyLog,Customer_5651,2018-02-26 22:08:11,⭐⭐⭐⭐,I was visiting my kids in Nashville on Saturday and we decided to go to the Tavern for brunch. This was the first time for all of us. We sat outside. It was a beautiful sunny day. The atmosphere was wonderful. The service was fantastic. The food was great! We look forward to coming back when we visit our kids again.,Uptown,Tavern,75.38,8.26,11.0,1,36-45,Prefer not to say,Mixed
TFrU2d0YpTbjicQj5sAGkg,Customer_9618,2014-03-14 09:18:07,⭐⭐⭐⭐⭐,,Uptown,Tavern,25.56,5.73,22.4,3,56-65,,Native American
qaUWafjUY5EhoLHZCEvZ2g,Customer_5390,2012-04-03 02:30:04,⭐⭐⭐⭐,My vegan friend had the kale salad and loved it. I had one of the taco options -- pretty good too. Wine list was short but reasonably priced. Service was friendly. Better than many of the other options near campus.,Uptown,Tavern,32.4,7.44,23.0,1,,Male,Asian
bVgotkqrJEinltwv__icwA,Customer_2891,2013-08-18 09:32:48,⭐⭐⭐⭐,"Not much to say that hasn't been said.  I had the burger, which I suspect they use truffle oil on, and it was very tasty, along with an order of the philly cheesesteak eggrolls (you only get 2 for 10 bucks).  My only critique of the food was that the eggrolls had this thick, doughy wrapping that reminded me of some of the really cheap egg rolls I used to eat at my high school cafeteria.  Pretty happenin' place, though.",Uptown,Tavern,40.81,14.28,35.0,1,65+,Male,Mixed
W-1KsTFiqHEz5DdsnFEbiQ,Customer_8258,2015-01-06 02:19:19,⭐⭐⭐⭐,"Great food, great atmosphere.  I had the mac and cheese, which was a special and it wasn't on the menu, but it was AMAZING.  I also highly recommend the egg rolls.  Not your normal egg rolls.",Uptown,Tavern,59.14,0.0,0.0,2,,,African American
cG0zukMXoMYphvr7XIG9cQ,Customer_1125,2013-10-04 01:41:32,⭐,,Uptown,Tavern,31.24,6.72,21.5,2,46-55,Non-binary,Hispanic
h0a6z9rNCfvJq9RZvglPHw,Customer_6888,2016-07-07 23:39:55,⭐⭐⭐⭐⭐,"I liked this place a lot, a more refined food/beverage option among a sea of walkable college dive bars. Modern well-designed multi-level interior filled with natural light by day, soft mood lighting at night. Nice looking and well-dressed mixed-age crowd both times I was here. Excellent 2-for-1 Thursday Happy Hour 2-10 PM with a solid selection of pours. This neighborhood likes its drink . . Food reasonably priced and a good mix of options, not perfect, but for essentially up-scale "" bar food"", it's good.  I bet brunch on weekends here would be fun. My ""Ham-Jam-Bread & Butter"" was delicious.  Awesome lettuce wraps, at $14.50. Lobster Sliders at twice the price were a letdown, but as in life: Shit happens. Hard working friendly bartenders. I recommend it if you're near Vanderbilt.  Walking distance to many hotels (Courtyard, Hampton Inn, A-Loft, Hilton Garden, The Hutton). A little loud inside, but you're still able to hold a conversation, and the up-tempo music adds to the vibe.",Uptown,Tavern,53.14,21.26,40.0,5,18-25,,
vxAklG5OXmvu02ymR7BQFg,Customer_1281,2015-12-09 02:26:42,⭐⭐⭐⭐⭐,"Great vegetarian options (I got the Buffalo cauliflower - amazing), healthy options (chopped kale salad with almonds and dried blueberries with light dressing), as well as favorites like tacos, nachos, fried chicken and burgers. Lots of tvs but also more secluded tables. Would definitely come back!",Uptown,Tavern,23.11,4.83,20.9,4,18-25,Non-binary,Hispanic
jwF-5vDFksWqlzJ9aFFEJQ,Customer_6397,2018-02-24 02:22:51,⭐⭐⭐⭐⭐,"My husband and I are visiting Nashville from Chicago (go cubs). We have been to tavern once before last year and my husband fell in love with the  chickenooga drink. So in love that tavern was our first stop back in town. Well, one chickenooga into the night and there was an issue with the keg equipment making this drink unavailable. The manager soon came over with a substitute option replacing the beer. They very well could have just said ""too bad"" but went way above and beyond and made my husband content. Great food too but the service is well above the rest!",Uptown,Tavern,24.34,3.51,14.4,2,18-25,,Mixed
Fy8WWMVQlLKrk5sBu_aR9g,Customer_3068,2013-05-11 14:43:31,⭐⭐⭐⭐,,Uptown,Tavern,81.12,20.12,24.8,2,56-65,Male,Native American
ii395UGz-QQyvcCNCJCDIg,Customer_8440,2015-03-18 20:14:03,⭐⭐⭐⭐⭐,"Oh hell yeah!!  Came in for a simple burger and fries.  

Great food! Even better service!  

Will definitely be a stop on any trip to Nashville.

Make sure you try the Tuscany fries!",Uptown,Tavern,37.5,7.06,18.8,2,65+,Female,Caucasian
1ToRn-wblsRCTJj3rIFxHg,Customer_4658,2013-10-04 22:56:26,⭐⭐⭐⭐,"Very nice place for a white collar after work drink and dinner. I was in town for a football game and looking for a bit of a different atmosphere, but this is a nice spot that I would frequent otherwise. They have a nice whiskey selection at the bar too.",Uptown,Tavern,45.28,4.65,10.3,2,26-35,Non-binary,
1C9yM6ugjgB6m_qVs7Oddw,Customer_1408,2015-05-02 03:15:02,⭐⭐⭐⭐⭐,,Uptown,Tavern,87.25,17.33,19.9,2,26-35,Prefer not to say,Hispanic
zd8u_QhxNXBoggQ6Mrz_ag,Customer_8284,2016-05-07 20:29:16,⭐⭐⭐⭐,Good stuff for brunch if you are drinking. Recommend getting there early as it was packed when we got there around 11 and there was a ton of people waiting when we left.,Uptown,Tavern,48.91,8.24,16.9,2,26-35,Prefer not to say,Caucasian
ZJ1BaiHZuvuT0WwVDrLZMA,Customer_6294,2015-01-04 14:12:37,⭐⭐⭐⭐⭐,"We wanted to check this place out after seeing the great reviews. 
Arrived on Thursday (New Years Day) around noon and the place was packed with a hour and a half wait. We put our name in and went next door for a drink, 
The restaurant texted us when our table was ready and also had a cool app that you can check your place in line. 
Only had drinks and a few apps. The tuscan fries were good but had a LOT of garlic.
My friend loved her Kale salad. 
If you like a bloody mary, try the cucumber mary made with cucumber vodka. It was unbelievable. 

This was hands down out favorite place in Nashville and this place had the BEST service we got our whole trip. A+ to the staff. We were really really impressed. 
We went back on Friday night around 1am and it was pretty empty. The guy sitting next to us said its really a better brunch or Sunday Funday bar and not busy at night.",Uptown,Tavern,48.5,16.98,35.0,2,,Non-binary,Native American
phWrYKpwnfgh1P13O9mO0g,Customer_5558,2014-01-21 03:00:33,⭐⭐⭐⭐⭐,Jalepeno margaritas. Grilled artichokes. Mac and cheese. Amazing.,Uptown,Tavern,37.88,6.84,18.1,2,65+,Male,Other
xddfrSVXSiSuJd_phMlXSA,Customer_1800,2014-12-22 19:41:26,⭐⭐,"Overpriced.  

That's the best way to describe it.  Everything was FINE.  Just fine.  But when our bar tab is $60 for a few drinks, and I felt like I needed to go over the menu about 8 times to find something exciting to try (I landed on the burger), I felt let down.  

All of the reviews of this place made me want to come visit.  I think these must all be Vandy kids or tourists who don't know where the better quality places are with better prices.  

I just felt, well... so meh about the whole thing.  

Again, everything was fine, decent, even.  But by the time to pay the bill came, my husband and I thought of at LEAST 5 or 6 different places we could have gone for BETTER drinks with CHEAPER prices and a much better menu.  

Obviously, this is probably for the hip crowd.  So, if you're hip, go for it.  If you were once hip, and you know better... be prepared to be underwhelmed.",Uptown,Tavern,174.48,35.94,20.6,5,36-45,Female,Other
_YFRLnmfK_00lfI_j8D-bA,Customer_1794,2014-12-20 20:42:02,⭐⭐⭐⭐,"Tavern has a great brunch situation if you are looking to have drinks. 2 for 1 mimosas, bellinis, bloody Mary's and sangria make for a great start to the day. Brunch can get very packed during peak hours so you want to get there early on Saturdays and Sundays.",Uptown,Tavern,26.55,7.17,27.0,5,46-55,Prefer not to say,Asian
zd8u_QhxNXBoggQ6Mrz_ag,Customer_7082,2016-05-07 20:29:16,⭐⭐⭐⭐,Good stuff for brunch if you are drinking. Recommend getting there early as it was packed when we got there around 11 and there was a ton of people waiting when we left.,Uptown,Tavern,32.82,6.89,21.0,1,18-25,Male,Other
Yi9ZgTeO6Q51f4Kh_e70-Q,Customer_2527,2018-04-07 15:28:13,⭐⭐⭐⭐⭐,"Tavern is THE Nashville brunch spot.

{starters}
I have tried a good portion of the starter selections - but the buffalo cauliflower, brussels and tavern fries stand out above the rest. The mussels are also a great option for dinner or happy hour. 

{entrees}
I'm a huge fan of benedicts, and Tavern kills it with each of their 3 options - aptly named uno, dos, and (for some reason) three. Uno is my favorite, with braised short rib and Tobasco hollandaise. It is absolutely delicious. Other great options are the Nooner - which is a bacon scramble with fried oysters and spicy sour cream - and the Singapore Stir-fry, with wok-style rice, a sunny-side-up egg, and bacon. You really can't go wrong with any of the Tavern's fantastic brunch selections, but these stand out for sure.

{libations}
Possibly the reason that Tavern is so popular among Nashville brunch-goers, is the 2-for-1 deal they offer during brunch all weekend. The selection is fairly standard, with mimosas, a bellini, two bloody mary renditions, and a very sweet sangria. My favorite is the blood orange mimosa, but each drink has its merits.

Overall, Tavern is a wonderful place for any brunch occasion and I will continue to dine here often as long as I am in Nashville. The wait is brutal so make sure you arrive early to start off with a beverage in the sun on their outdoor waiting area. Enjoy!",Uptown,Tavern,62.02,21.71,35.0,4,65+,,Hispanic
clSTQLuLu11UhwSPKEtToA,Customer_1959,2018-05-11 21:48:59,⭐⭐⭐⭐⭐,"Excellent service, has air conditioning which is great in the south, my favorite was the chicken chicharrón ""chicharrón"" good location in the block is the best one!",Uptown,Tavern,115.43,24.99,21.6,8,26-35,Male,Native American
RUKt-2f0UDKAyhaQubp5NQ,Customer_3633,2017-12-31 03:44:17,⭐⭐⭐⭐,"Unfortunately they don't take reservations.  It was a crazy busy weekend and took about an hour to be seated.
Sat on porch behind bar, they had propane heaters so it was plenty warm despite 15 degree weather.
Service was very attentive and friendly.  Food was great. Shasito peppers were perfect. Cauliflower was good and smoking hot spicy.
Glad we waited.",Uptown,Tavern,90.25,11.73,13.0,4,,Prefer not to say,Native American
ZJ1BaiHZuvuT0WwVDrLZMA,Customer_9173,2015-01-04 14:12:37,⭐⭐⭐⭐⭐,"We wanted to check this place out after seeing the great reviews. 
Arrived on Thursday (New Years Day) around noon and the place was packed with a hour and a half wait. We put our name in and went next door for a drink, 
The restaurant texted us when our table was ready and also had a cool app that you can check your place in line. 
Only had drinks and a few apps. The tuscan fries were good but had a LOT of garlic.
My friend loved her Kale salad. 
If you like a bloody mary, try the cucumber mary made with cucumber vodka. It was unbelievable. 

This was hands down out favorite place in Nashville and this place had the BEST service we got our whole trip. A+ to the staff. We were really really impressed. 
We went back on Friday night around 1am and it was pretty empty. The guy sitting next to us said its really a better brunch or Sunday Funday bar and not busy at night.",Uptown,Tavern,47.0,10.36,22.1,6,26-35,Non-binary,Caucasian
TFrU2d0YpTbjicQj5sAGkg,Customer_4938,2014-03-14 09:18:07,⭐⭐⭐⭐⭐,"Only had drinks here, but it was great! They have a two for one happy hour from 2pm until 10pm. The bartender was super friendly and made a great drink!",Uptown,Tavern,31.32,6.89,22.0,2,36-45,Female,Asian
--yprFLq4gQcfY87SX9z8A,Customer_1522,2014-05-12 16:03:53,⭐⭐⭐⭐⭐,"We went here for dinner last night with our Yelp Elite spring break friends and the food was great. I ordered a burger medium well with white cheddar, and I substituted for the Tennessee sweet potato fries with the garlic aioli which were fantastic. My friend got a Jalapeño-infused strawberry margarita, which was yummy, as well as the chimichangas, which were also very good. The chimichangas were soft, rather than deep fried, which was interesting. I will say that they don't do any happy hour specials here, which was disappointing. I got an angry orchard cider in a can, which I had never seen before because usually I get bottles, and it was $5.50 which is a little expensive. Food was great though like I said, and food prices were reasonable.",Uptown,Tavern,101.83,11.16,11.0,3,46-55,Female,Native American
G_hGOr7cjzHnwHHKPEvtcA,Customer_5040,2013-04-13 05:19:34,⭐⭐⭐⭐,"Tavern was in walking distance from our hotel, and we had read it was a good place to watch a game, so we were there! I really liked the feel of this place. It was really modern and even the waitstaff complements the look with their matching grey v-necks. We were famished after a long day and got down on so many dishes! 

-grilled artichokes. promised with a ""comeback sauce"" which we got to help my friend push ahead past her hangover, it didn't really do that.
-lamb tacos and pork tacos. the lamb tacos were great but nothing could compare to the pork tacos. I have never been more sad to see the end of a taco.
-salad of little gems. hello? little gems describing anything? I'm in! It was a great, little refreshment from my all-meat diet, with cranberries and fresh mozzerella.
-chicken and waffle. The fried chicken was great, but the cheddar and jalepeno waffle was almost too overpowering with the sweey syrup.
-loco moco. too much meat but the rice and egg were just what my friend needed to get back on the drinking horse so props for that!

The drink list was also amazing here, great whiskey cocktails and they make a mean martini as well! I also liked the mix of people here. It was the perfect Friday night crowd. Prices were pretty reasonable, unless, of course, you are posted up watching Michigan beat Kansas in overtime, then the bill might be a bit higher to taste victory ;)",Uptown,Tavern,23.51,8.23,35.0,4,56-65,Male,Mixed
clSTQLuLu11UhwSPKEtToA,Customer_5616,2018-05-11 21:48:59,⭐⭐⭐⭐⭐,"Excellent service, has air conditioning which is great in the south, my favorite was the chicken chicharrón ""chicharrón"" good location in the block is the best one!",Uptown,Tavern,26.94,5.67,21.0,2,56-65,Male,Other
VkozyyuG3sn20kHTkvHFQw,Customer_7206,2015-09-24 23:59:11,⭐⭐⭐⭐⭐,"Awesome! Great food, great service! Our waitress Rebecca was wonderful! The Moco Loco was amazing!",Uptown,Tavern,42.35,10.71,25.3,2,36-45,Female,Mixed
FYok0kc1LXUEcOXAIS6lnw,Customer_4631,2015-10-25 18:02:13,⭐⭐⭐⭐,Nice little cozy spot. Atmosphere is casual and classy. I had the chicken skewers with rice. It was very tasty and light. Also had a margarita that was fantastic! I only like fresh margaritas and this one passed the test. Recommend checking it out.,Uptown,Tavern,63.66,15.17,23.8,2,56-65,Non-binary,Native American
M3EPjYaN9PiuclPw9SJeuw,Customer_2352,2015-12-24 20:23:39,⭐⭐⭐⭐,"*** BUFFALO CAULIFLOWER ***

Need I say more? : )

Friendly staff. Fun atmosphere. Trendy but casual at the same time... ooo and the outdoor patio is a must when the weather is nice.",Uptown,Tavern,67.84,9.12,13.4,4,56-65,Female,Other
O7MxXEBpMFEDTxWgxUQmBQ,Customer_7427,2016-07-18 02:41:30,⭐,"This joint was recommended by a waiter who served us supper, said the red velvet waffles were to die for....ummm no suicidal thoughts here...totaly not worth the 1hr wait and is extremely loud....forget about conversation. We had the breakfast fondu....where is the fondu pot and skewers? And the $3 coffee was yucky! Service wasn't the best either. I'm getting the feeling that the waiters around here think because they probally won't ever see you again they don't have to give good customer servic. You basically have to ask to be waited on.#RoadtripUSA",Uptown,Tavern,75.69,9.77,12.9,1,65+,,Hispanic
E6DAugRjP24LItD7BGW7zw,Customer_3274,2013-03-21 18:27:15,⭐⭐⭐⭐⭐,"My favorite place to eat and/or drink in Nashville. It's in midtown, which is local and away from the honky tonks. The ambiance, food, drinks, and servise is great. And if anything, there is always good people watching. I come to Tavern after church for brunch, out with my girlfriends for drinks, or out to a nice fun dinner with my boyfriend. My birthday was on a Wednesday last year, which is 2-for-1's night. I came with my girlfriends and had my favorite dessert, their S'mores! So much fun! When asked where do I want to go for brunch? Lunch? Dinner? or just a night out...I always pick Tavern.",Uptown,Tavern,78.24,12.92,16.5,2,18-25,Non-binary,Hispanic
75H1aBmdeTCy6TYUKHhg4g,Customer_3897,2018-08-24 20:33:25,⭐⭐,"PSA: Just go for the 2 for 1 drink special at brunch and white trash hash.  The atmosphere is trendy. Everything else is not worth the wait! We arrived at 11am on a Friday for brunch, was told the wait was 20 mins. We did not get seated until 11:50a. Food is average. I will say the nachos were good but nothing outstanding. The biscuits came out cold. A ""side"" of bacon is $5 dollars and you get seriously 2 slices. Service was very very slow. Wouldn't recommend unless you have 3.5 hours or more  to kill for brunch.",Uptown,Tavern,47.5,16.62,35.0,3,65+,Female,African American
kVPUow1BON0KfPzndxW57w,Customer_7266,2018-07-09 00:09:28,⭐⭐⭐⭐⭐,,Uptown,Tavern,165.69,38.71,23.4,2,46-55,Male,Other
pA3QdqQdKoTpg4sgH6q-mg,Customer_4529,2017-05-27 14:13:29,⭐,"We came here because of all the great yelp reviews, I can't believe this is 4-stars.. Good beer selection, good atmosphere, and decent servise. The food, however, was bla.. We really wanted to try the fried chicken skins, they came out very hard and very stuck together. The sauce had good flavor but the skins came in a clump that we could hardly break apart. Our food came out about 4 minutes into our attempt to chisel the skins apart. Kaya toast was weird and really lacked anything to bring the dish together. After scraping off the sauce it was basically Texas toast and an egg. The 2 sets of tacos we ordered were both overcooked and VERY dry. Come here for drinks, skip the food!",Uptown,Tavern,50.2,9.32,18.6,2,26-35,,African American
ZJ1BaiHZuvuT0WwVDrLZMA,Customer_6870,2015-01-04 14:12:37,⭐⭐⭐⭐⭐,"We wanted to check this place out after seeing the great reviews. 
Arrived on Thursday (New Years Day) around noon and the place was packed with a hour and a half wait. We put our name in and went next door for a drink, 
The restaurant texted us when our table was ready and also had a cool app that you can check your place in line. 
Only had drinks and a few apps. The tuscan fries were good but had a LOT of garlic.
My friend loved her Kale salad. 
If you like a bloody mary, try the cucumber mary made with cucumber vodka. It was unbelievable. 

This was hands down out favorite place in Nashville and this place had the BEST service we got our whole trip. A+ to the staff. We were really really impressed. 
We went back on Friday night around 1am and it was pretty empty. The guy sitting next to us said its really a better brunch or Sunday Funday bar and not busy at night.",Uptown,Tavern,30.26,5.74,19.0,2,26-35,Male,Other
7XFuiaM0hVmdnlhJfV2gHA,Customer_2740,2016-07-25 13:51:42,⭐⭐⭐⭐⭐,"My 8 friends and I came here during our visit to Nashville because of good reviews we heard from friends who visited - they did not disappoint.  Tavern was a great brunch spot and they were able to accommodate our large group fairly easily.  The service was awesome, relaxed and friendly staff all around.  The food was phenomenal - We split almost every app on the menu, all very good.  I had the special taco scramble and it was one of the best egg dishes I've had in a while.  The ""white trash hash"" that came with it was delicious and a twist on the classic hashbrowns.  All in all I would come back here and would recommend to anyone visiting.",Uptown,Tavern,40.89,4.62,11.3,5,65+,Female,Asian
mr3pVSBaVYi17pJViaJS0Q,Customer_1033,2013-07-13 02:08:45,⭐⭐⭐⭐,My family ate here last night and thought the food and service were excelent.,Uptown,Tavern,38.35,5.85,15.3,2,18-25,Female,Mixed
EDBroweERbMPsg7LyoaQ1w,Customer_4018,2017-12-17 18:18:01,⭐⭐⭐⭐⭐,"Another brunch gem for Midtown! We went here to try a local place before we headed home and we were not disappointed! We started out with the White Trash Hash- holy smokes. They're basically cheesy potatoes but way better. I had the Pretzel Pancakes for my meal and they were the perfect flavor. They were drizzled with dulce de leche and served with a side of white chocolate mousse and they were so good! I also had a side of Texas toast (hello carb day). Ask for the coconut jam with it... UNREAL. My boyfriend had the biscuits with chorizo gravy and he said they were really good. He also asked for a hot chocolate. Our server (I can't remember what her name was but we were in the room that looks out onto the patio on Sunday 12/17) went to the back to check if they had it and it turns out she made it by heating up milk and melting chocolate.. they didn't have packets so she went above and beyond. Incredible food, incredible service, and definitely one of our new regular spots when we visit!",Uptown,Tavern,29.64,4.1,13.8,3,46-55,Non-binary,
i4XsL5ShtxUB_BjGxBExZw,Customer_6798,2016-09-30 23:54:44,⭐⭐⭐,"We stumbled onto this restaurant after seeing the very long line at Hattie B's. The atmosphere seemed really nice and the wait for a table much more manageable-only 10 minutes. The menu choices were appealing and we put in an order for two burgers, fries, a fish sandwich and trail salad.  Then we waited, and waited and waited some more.  Fifty minutes later our food still did not arrive with no real explanation (or apology) from our server.  The manager was pleasant and after she was alerted our food did arrive. The burgers were tasty as were the Belgian fries. The trail mix salad had too many dried cranberries for my liking making it much too sweet.  I think with a different server the experience may have been more positive, but with so many great restaurants in Nashville I won't be going back to find out.",Uptown,Tavern,32.03,11.21,35.0,1,18-25,Prefer not to say,African American
