review_number,guest_name,visit_date,satisfaction_score,feedback_comments,venue_location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
4lpkYTTdzqMuaZ4qoLlUgA_copy,Guest_2452,07/01/2011,5.0,"Great, laid-back atmosphere, terrific food. The ahi was good quality, as were the hummus and curry dip. We're going back for the peanut butter sandwiches.",Eastside,The Bricks,29.08,8.0,27.5,2,36-45,,Hispanic
UmA-9d4M4x8F5UKkVCAjEg_copy,Guest_7999,19.01.2015,,"Great atmosphere and service, food and drinks were excellent. Everything was fresh.  Bird and the pig sandwich was delicious, also the pacific rim. Will return soon.",Eastside,The Bricks,17.58,2.44,13.9,3,36-45,Non-binary,
OkD1Hn96bO8NYIClN6bvyA_copy,Guest_9961,2018-01-24,,,Eastside,The Bricks,18.91,2.98,15.7,2,26-35,Male,Other
I3nDwvABhYqKdcxpN6_eaA_copy,Guest_8303,2014-04-23,5.0,"Easily my favorite overall spot in Ybor. The food is freaking amazing, the staff is awesome and know their booze/beer, and it just has a great feel.",Eastside,The Bricks,,0.0,0.0,2,,Female,
eWzgGaazlADYOBS_hzFLtA_copy,Guest_3622,2014-05-09,4.0,"Tasty place to grab a unique sandwich or something else with some tasty beer. I love the decor in this restaurant, as it seems to marry bricks, random tomfoolery, and nerdiness quite well. I've enjoyed most things there. The Bird and Pig was quite good as well as their veggie burger. They also have lots of theme nights, but I've never been to one.",Eastside,The Bricks,18.36,3.29,17.9,3,,Male,African American
8PtU0lutz85WqmKOhTY-3w_copy,Guest_7888,2017-03-16,,,Eastside,The Bricks,10.41,1.43,13.7,3,46-55,Non-binary,Native American
uoiQHg2o0l9eNvOESYq1UA_copy,Guest_7054,03/07/2016,1.0,"It sucks, don't go!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Cold food, stuck up waiters, expensive drinks",Eastside,The Bricks,33.89,11.86,35.0,3,65+,Prefer not to say,
4lpkYTTdzqMuaZ4qoLlUgA_copy,Guest_1273,07/01/2011,5.0,"Great, laid-back atmosphere, terrific food. The ahi was good quality, as were the hummus and curry dip. We're going back for the peanut butter sandwiches.",Eastside,The Bricks,19.78,4.54,22.9,3,36-45,Non-binary,Native American
ntNxLQQTBZhYVGZpvUQYzw_copy,Guest_3142,08.09.2016,,,Eastside,The Bricks,15.05,5.27,35.0,2,56-65,Female,Mixed
IdUkBQcMt0460g5W1LCZmg_copy,Guest_3445,20.01.2014,4.0,"The Bricks is a hipster haven, but don't let that deter you if you don't wear non-prescription glasses and flannel. I'm always the least cool person in here and no one seems to mind. (Although maybe I AM cool -- last time I was here the DJ was playing Hall & Oates most likely to be ironic, but I  genuinely enjoyed it.)

The menu is mostly sandwiches and some salads. It's all about the Bird & Pig sandwich. I have a hard time straying from this delicacy of chicken, bacon, brie, and apples on pressed sweet bread. Sweet, check. Salty, check. Crunchy, check. 

Nice selection of local and craft brews, too.",Eastside,The Bricks,21.06,7.37,35.0,4,56-65,Female,Mixed
pOilCvNQPufxgGMlpFe44Q_copy,Guest_6400,2010-10-11,5.0,"The Bricks completely lives up to the hype. Don't leave without trying their amazing Basil-infused lemonade! Really chill cafe-like vibe, with a creative comfort food menu (peanut butter sandwiches!), and full table servic. In a few weeks they will be opening a quiet ""study hall"" space for laptop lurkers, making this a killer telecommute/study spot.",Eastside,The Bricks,20.22,8.09,40.0,1,18-25,Male,African American
J6PwgKRAnTAfSCqKSBq-bg_copy,Guest_1680,08.08.2015,4.0,"Great craft beers, friendly bartenders, and AMAZING, delicious food. The vegetarian Cuban sandwich was wonderful!",Eastside,The Bricks,32.35,4.32,13.4,4,46-55,Prefer not to say,African American
9g-mtjmWHY0miughafkXMQ_copy,Guest_5924,2010-07-12,5.0,,Eastside,The Bricks,,1.87,7.6,2,56-65,Non-binary,Hispanic
4lpkYTTdzqMuaZ4qoLlUgA_copy,Guest_7951,01.07.2011,5.0,"Great, laid-back atmosphere, terrific food. The ahi was good quality, as were the hummus and curry dip. We're going back for the peanut butter sandwiches.",Eastside,The Bricks,36.35,6.16,16.9,8,,Non-binary,Other
2umV3kR4UxjuYV4wU7Qw1w_copy,Guest_1291,02/07/2014,4.0,"I've always thought the idea of apple on a sandwich (that didn't involve peanut butter) as completely preposterous, because sweet things do not belong on sandwiches!  

So what did I order at The Bricks?  Naturally, the Bird and Pig - which features chicken, bacon, apple, brie and agave nectar.   It was definitely sweet.  And savory.  And absolutely, positively to die for.  I loved every scrumptious bite of it.... except for the dry chicken breast.  I'm not sure if it was just old, but either way it was dry and disappointing.

Next on the menu was the deluxe grilled cheese sandwich, which was all sorts of yummy cheese, smothering delicious garden fresh basil (wow!), spinach and tomato.   The first bite of this sandwich was knock-your-socks-off.  The basil really stands out and it definitely warranted an audible moan.  The next few bites weren't as spectacular, but I still loved the sandwich.  I'd go with the Bird and Pig again if I had to choose.

While we waited, we treated our faces to black bean dip (suggested by the waiter) and we enjoyed it.  If you like black bean dip, then you'll like this one.  

We washed all of that down with a glass of liquid heroin, and all was right with the world.

The end.

Oh, and the service - spot on.  The place is cute, the staff is attentive, and it's clear this place easily doubles as a comfy daytime spot and a lovely night spot - if that's your kinda thing.",Eastside,The Bricks,18.96,4.51,23.8,4,46-55,Non-binary,Hispanic
hBzLjPySOBHDz0NiGf6SfQ_copy,Guest_7543,09.06.2018,4.0,"Friendly service & neat building. Depending on the atmosphere you are looking for, the music is a bit loud.",Eastside,The Bricks,38.63,1.34,3.5,2,18-25,,African American
IdUkBQcMt0460g5W1LCZmg_copy,Guest_4252,20.01.2014,4.0,"The Bricks is a hipster haven, but don't let that deter you if you don't wear non-prescription glasses and flannel. I'm always the least cool person in here and no one seems to mind. (Although maybe I AM cool -- last time I was here the DJ was playing Hall & Oates most likely to be ironic, but I  genuinely enjoyed it.)

The menu is mostly sandwiches and some salads. It's all about the Bird & Pig sandwich. I have a hard time straying from this delicacy of chicken, bacon, brie, and apples on pressed sweet bread. Sweet, check. Salty, check. Crunchy, check. 

Nice selection of local and craft brews, too.",Eastside,The Bricks,26.89,5.6,20.8,2,26-35,Non-binary,Native American
nAdvLArVs5EaKwrOvFXTuQ_copy,Guest_9539,13.11.2014,5.0,I ordered the bird and pig with Asian slaw.. $10. The sandwich is warm and pressed. It has pulled chicken inside. I was worried it would be dry. IT'S NOT. Very moist! Thick cut bacon and thinly sliced green apple.there was also a mayo type sauce. .tasted a bit sweet...Boy was this sandwich great!! The Asian slaw was delicately dressed with the careful handed use of sesame oil. Fantastic! And they have a large assortment of Florida brewed beers. The Wynwood iPA was so flavorful and foam on top just pillowy. Atmosphere relaxed. Staff is friendly and servise great. I was here on a Thursday night about 6pm. Nice and clean.,Eastside,The Bricks,12.42,2.09,16.8,2,65+,,
jrGMuHix2T4NvxVmR0yF_g_copy,Guest_7390,2013-02-27,5.0,"Great atmosphere, always a good variety of music playing, excellent food and an increasingly diverse drink menu make this possibly my favorite place in Tampa. The Bird and Pig could quite possibly be the best sandwich in the history of sandwiches! Chicken, bacon, Brie, agave on Hawaiian sweet bread....yum! Also, try Root Down on the drink menu. Tastes exactly like Root Beer!",Eastside,The Bricks,25.96,3.87,14.9,2,,Female,Mixed
hBzLjPySOBHDz0NiGf6SfQ_copy,Guest_1371,06/09/2018,4.0,"Friendly service & neat building. Depending on the atmosphere you are looking for, the music is a bit loud.",Eastside,The Bricks,,5.73,15.9,3,,Male,
dDKRtNXR8JJAz4x_ZCGo3g_copy,Guest_5218,05/29/2014,4.0,"Great location, cool atmosphere! The food was a fairly priced for the quality, which was good. I had the pulled pork tacos and they were not skimpy, fully stuffed and filling for $6. Great draft beer selection but it was a buck or two overpriced compared to other craft beer places. The two waitresses were very nice and pleasant. It was slow when we got there and them boom it was packed, they didn't forget about us but we did have to track her down for our last beer. I will be back for sure!",Eastside,The Bricks,25.0,3.99,15.9,2,36-45,Female,Native American
DadAufR2brJtQCCq_NsPcQ_copy,Guest_9700,03/04/2012,,,Eastside,The Bricks,48.66,19.46,40.0,3,46-55,Non-binary,Native American
DadAufR2brJtQCCq_NsPcQ_copy,Guest_1713,04.03.2012,4.0,,Eastside,The Bricks,22.61,3.91,17.3,5,36-45,Male,African American
OgVW9QTtF4aAHFTTc0x2rA_copy,Guest_7626,22.02.2013,3.0,,Eastside,The Bricks,,1.42,10.8,1,36-45,,Other
F4_DYi_7czpyLMrErrKaQg_copy,Guest_1969,08/01/2011,5.0,"We cam here for my wife's birthday this year that also just so happens to be Cinco De Mayo. We didn't want to go to a mexican joint so we chose the Bricks after reading some specials that they had going online. I have to say it was a good night and a lot of fun. Good drinks as well as food. Great ambiance, this is an older building in Ybor that they really did a great job of restoring. These guys are always having great food and happy hour specials. You won't be disappointed.",Eastside,The Bricks,9.43,1.81,19.2,2,65+,Male,Asian
rSkTYJMKMUg8QHpsfV6syw_copy,Guest_5640,07/20/2017,3.0,"I walked into the restaurant and the general scene was promising: a friendly environment with interesting decor like a diner, despite being poorly lit. I ordered the ""King Fu pork bowl"" and a macchiato, to which the waitress replied that their barista doesn't really make it the traditional way. I still ordered it. The macchiato came first, and to my surprise it was in a mug filled to the brim. I let the barista know that I ordered a macchiato, not a latte or cappuccino, and she said that she knows that, she made a macchiato. After a brief discussion I discovered she doesn't know what a macchiato was. I went back to my table. The food came. The pork was room temperature and the rice was plain. The dish lacked flavor overall. Maybe they don't specialize in rice bowls as it was a smaller item on their menu, but that was my expereince.",Eastside,The Bricks,12.51,1.91,15.3,4,65+,Non-binary,
3FfhPCMT5T2e369qqYfV7g_copy,Guest_4652,2015-09-10,4.0,"The Bricks has a super cool vibe. I've visited multiple times for dinner and once for drinks. I'm always impressed with their sandwiches and other food. Normally everything is very fresh and tasty. They have a good sized line up of craft beers most of them local to the area, which is something I'm always looking for. 

It's sort of a dive-y location on the outskirts of the main part of Ybor. Late night they have a small menu of appetizers/small plates and have a DJ. It's clientele leads to some awesome people watching. 

All in all, definitely worth a try. It's not super fancy, so it's perfect for a casual dinner or a new place to try to grab a beer (there's a full bar as well).",Eastside,The Bricks,,3.88,16.3,1,26-35,Prefer not to say,Other
N4J7LZI9eKDt4U0RLpWEww_copy,Guest_9457,2017-03-30,5.0,,Eastside,The Bricks,15.9,6.36,40.0,4,,Non-binary,African American
De-IwBjVk0Rkn1mGQ8GIbQ_copy,Guest_4299,2011-12-06,5.0,"A must when you are in Ybor. I ate and drank here multiple times a day for my 5 day trip to Tampa. Every single meal was spectacular. The Skinny bitch latte is perfect to start the day. The proper grilled cheese is amazing, just wish they would have tomato soup to go along with it. And you can't find better bartenders anywhere else in town.",Eastside,The Bricks,9.79,1.49,15.2,2,36-45,Male,Mixed
jrGMuHix2T4NvxVmR0yF_g_copy,Guest_1272,02/27/2013,5.0,,Eastside,The Bricks,19.28,3.54,18.4,1,36-45,Female,Caucasian
R_A16STMTt2oZGmpH0R0lA_copy,Guest_2710,12.09.2012,3.0,"We went at a slow time on a weekday afternoon for a late lunch because we were all wanting sandwiches. So between us all we had: the Bird & Pig, BBQ quesadilla, ahi BLT, clubhouse and kids pbj. All the sandwiches were great! Service was a bit slow though. If I was in the area again I may try again but I would not go out of my way to eat here.",Eastside,The Bricks,32.53,5.82,17.9,1,18-25,Female,
0F7dbDBRCGYd3wFBuVpFMA_copy,Guest_5775,28.07.2014,4.0,,Eastside,The Bricks,9.32,1.43,15.4,2,36-45,Non-binary,
eoFZMOL0XJ9yF8sW3OChIw_copy,Guest_2807,19.11.2017,4.0,,Eastside,The Bricks,25.89,3.05,11.8,1,,Prefer not to say,Other
exVAtPSIFht6QUVDftWSzw_copy,Guest_9460,07/14/2013,1.0,"The Bricks gets a ""1"" in my book because they have terrible servise. Great food, but terrible service. I went there about 3pm on a Tuesday...which happened to be my birthday to have lunch with my mother. Not only were we not greeted by the 3 staff standing around with NO other customers, but we were also not brought any menus or given direction about seating. We sat down and waited for a server to come by and ask for our drink order and bring menus. No one ever did. We got up and grabbed our own menus close to where the staff were standing. They paid no attention. After 3 or 4 more minutes we stood up to leave and they didn't care. So we walked out and I had my birthday lunch elsewhere. I wrote to them on Facebook about our service and they promptly deleted my comment and ignored my message. I used to go to the Bricks all the time, but we've never been back since and I warn any new friends to not go there as well.",Eastside,The Bricks,,1.83,8.1,1,,Female,Mixed
ZqzXpRt9FsPQUDCNmvj0ew_copy,Guest_1374,25.02.2017,4.0,"Really like the Bricks. Always a new experience when i go. The coffee, good. The cocktails, better! The ambiance is hip. The food is pretty good too.",Eastside,The Bricks,,2.0,12.4,2,,Female,Native American
cyVCkTAFWVqZnTPJfS2IUw_copy,Guest_2017,05/08/2013,3.0,"We came here on a bustling Saturday. Needless to say, Bricks of Ybor was vacant. A few people were at the bar and some people were sitting outside. The service was subpar and the bartender must have had the worst day of her life. She hated everyone who asked to close their tab. Oh well. 

I should put a disclaimer that I hate Ybor. It brings me nothing but sorrow.",Eastside,The Bricks,24.0,5.43,22.6,2,18-25,Male,Mixed
zGNexIUL8EG3_hTXpSY_Iw_copy,Guest_4701,05/09/2014,4.0,"I dined here for the first time with my daughter, who is a regular. We had the Hummus appetizer. I had the Bricks Club and she had the specialty Grilled Cheese. The food was fresh, tasty and full of flavor. The service was very good. The bottle of ice water they bring is a classy touch. The ambiance is eclectic. My daughter told me normally the place is full of hipsters, but the crowd was spare on the day we were there. The prices are reasonable and in line with the usual and customary norms for Tampa. I don't drink, but it looked like they have quite an assortment of craft beer available.",Eastside,The Bricks,,2.68,19.7,4,18-25,Prefer not to say,Asian
DadAufR2brJtQCCq_NsPcQ_copy,,03/04/2012,4.0,,Eastside,The Bricks,21.07,2.62,12.4,4,18-25,,
NYilSGDWsYrFnB2EpDRMFA_copy,Guest_5540,02/04/2018,2.0,"My wife and I have visited twice, and another time with friends. While we like the food and beer choices, the servic is inexcusably very slow. We visited on a Saturday afternoon around 5:00 and the place was only 1/3 full. Took a while for our server to greet us, arrived just when we were about to get up and leave. Ordered a beer for each of us and waited at least 10 minutes before I finally got up to ask the bartender about our drinks (after watching him not making any drinks for several minutes and serving a few others who just arrived at the bar). I could barely get the words out before he says they'll be right up. I sit back down, and he still doesn't pour them. We were about to leave again when another bartender made eye contact and she poured the drinks and brought them to us. While our waitress was friendly, she should have been checking on our drinks. Same slow experience with the other two visits, this time we are certain we will not be back.",Eastside,The Bricks,,1.52,22.4,4,56-65,Female,Caucasian
zGNexIUL8EG3_hTXpSY_Iw_copy,Guest_9918,09.05.2014,4.0,"I dined here for the first time with my daughter, who is a regular. We had the Hummus appetizer. I had the Bricks Club and she had the specialty Grilled Cheese. The food was fresh, tasty and full of flavor. The service was very good. The bottle of ice water they bring is a classy touch. The ambiance is eclectic. My daughter told me normally the place is full of hipsters, but the crowd was spare on the day we were there. The prices are reasonable and in line with the usual and customary norms for Tampa. I don't drink, but it looked like they have quite an assortment of craft beer available.",Eastside,The Bricks,,3.66,12.4,2,,Female,Caucasian
uoiQHg2o0l9eNvOESYq1UA_copy,Guest_9647,2016-03-07,1.0,"It sucks, don't go!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Cold food, stuck up waiters, expensive drinks",Eastside,The Bricks,,7.18,15.6,2,18-25,Prefer not to say,Hispanic
4Wxmz2w4cbaOepnIwcI1ig_copy,Guest_5120,12/23/2014,5.0,"While I was in Tampa for the last 2 years, The Bricks was a second home. Great food and even greater people. I moved back to Seattle and left making friends. Wish I could've brought The Bricks and my new friends back with me. Definitely a place for locals and visitors to check out!",Eastside,The Bricks,20.61,4.63,22.5,2,26-35,Male,Mixed
RNtIj-FjLZFmGAp2Wy607A_copy,Guest_2424,2012-12-05,4.0,"I went to this place for the first time last Saturday. I just wanted a place to grab some brunch that had mimosas and my friend suggested here. Boy am I glad she did! Besides the crazy run in with a hard core group of strangers doing a running/fitness challenge, the staff there was really really friendly. Our server was very friendly and he even gave us free Appletinis on him! I had the deluxe grilled cheese and it was really really good. The decor was awesome and I'm defintely going back and bringing friends!",Eastside,The Bricks,,6.26,12.9,8,36-45,,Hispanic
umKey8gxNoyUcwZY2azciw_copy,Guest_4265,2011-06-02,3.0,"nice place for gatherings and hanging out. Friendly staff. 

Food was OK. Not bad, not good, it just sat somewhere in the middle.",Eastside,The Bricks,23.62,4.34,18.4,1,,,Native American
TCzaF5Lj0NLoCQuIujEzJg_copy,Guest_2881,30.11.2014,4.0,"We were greeted by a very pretty waitress that made us feel like we had chosen the right place. We were then turned over to a nice gentleman that took our orders with a polite smile. We are vegetarians and there were lots of options. We settled for the salsa and house made avocado sauce with corn chips  and we split their famous black star black bean burger... Yesss!! The food presentation was that of fine dining and the food was very pleasing to our pallets. 
We give The Bricks 4 stars and would recommend to anyone who plans to visit Tampa",Eastside,The Bricks,29.43,2.49,8.5,1,26-35,Male,
ss4LSp-dCCuhpxDrRH_GLQ_copy,Guest_2770,2011-10-28,,"I walk in, and they're playing the greatest hits of De La Soul throughout lunch. They could have been serving Big Macs and that gets you four stars alone. 

I order a grilled cheese sandwich, and it comes with apple, plums, and bacon on some delicious bread with tortilla chips. And it is sublime. The cheese is perfectly melted, and the goodies inside are covered in wonderful gooey dairy greatness. 

I order a cafe con leche while getting some work done on my laptop. It is flawlessly prepared by a lovely server, and I'm a coffee snob. And if I didn't get buried in work stuff, I was jonesing for one of those half-price martinis they serve on Thursdays.

Wonderful atmosphere (the skatepark staff makes it friendly and fun), great food, delicious coffee, a full bar, and lots of different options. This place is a total home run, and a can't miss for anyone in Ybor.",Eastside,The Bricks,35.07,12.27,35.0,3,,Male,Caucasian
miIwXNa5O-ILZaN_S3EH2g_copy,Guest_9051,24.02.2014,4.0,"I'm definetly a fan. The food/drinks are always stellar and while the staff is super friendly, the only issue with The Bricks is the time it takes to order/be served. It isn't like the servers are slow either, they are clearly working their assess off running from table to table, so maybe it is that people have called in sick the couple of times I've been in recently and they had to work twice as hard but a Sunday lunch shouldn't take 3 hours. Now that my complaining is out of the way, the resturant itself is super groovy. The kitchen is on full display so no crazy stories of chefs putting anything crazy into your food here. And they look like they are having a great time while they prepare meals (whether they are or not, I love to see people enjoy what they do). I normally get draft beer but their cocktails look really interesting and innovative. At lunch, I normally get the ""Goodness"" which is a hummus wrap and it comes with a choice of a side ($8). Don't bother being wishy-washy on the side, get the Asian slaw, it is delishous, and if available I would order as a meal. The wrap was good but the star was the slaw. Thai, pea-nutty, goodness:) I've gotten the Elvis before ($8) and it was deliciuos but something I can make a home. I ordered it without bacon. My husband ordered the burrito and loved it as well ($9). Others at our table raved about the Chicken and the Pig, The BBQ pork, and The Cure sandwiches. Everyone really liked their food. The Bricks really is a great spot on the 7th Avenue strip, perfect for late night people watching that make Ybor awesome and also out of the way enough to not feel like it's distinctly part of the Ybor scene.",Eastside,The Bricks,,3.49,16.0,3,26-35,Prefer not to say,Hispanic
DadAufR2brJtQCCq_NsPcQ_copy,Guest_4931,03/04/2012,4.0,"It was so difficult deciding what to order here. I was in the mood for a skanky chai latte, but the skinny bitch latte just had that calorie conscious ring to it.

After a bit of thought I decided, skanky it shall be!

This has got to be one of my favorite places in Tampa. I had never really put a pulse on ""hipster"" in Tampa, but I found the closest thing to it at Bricks. Plenty of space to lounge here with a nice offering that ranged from caffeinated beverages to brews and snacks.

I would have never typically thought to throw bacon on a peanut butter and banana sandwich and then drizzle with honey, but I'm glad someone did.
The Elvis sandwich is a hunka, hunka, burning yum!

I would give this place five stars all day, except for the fact that service is slow. Like, dial-up slow. Like larvae to butterfly metamorphosis slow. So slow in fact that on a pretty *slow* afternoon, it would take 20 minutes just to get an iced chai even though you have a clear view of queue and activity of the servers. So slow that from time of check request to actually receiving it, was about another 20 minutes.

While the laid back atmosphere is one of the things that makes this place so cool, it's also the incredibly laid back service that could put a damper on things if you're in a rush.",Eastside,The Bricks,,3.84,11.5,2,46-55,Non-binary,Caucasian
s9dqqPMdKO3QdJ5s7lrt3g_copy,,2016-11-28,1.0,,Eastside,The Bricks,26.3,3.64,13.8,4,56-65,Female,
NOTAXpx4vcngxjIXyhHBrg_copy,Guest_6735,09/13/2012,,"I love the Bricks! We live in Ybor and this is one of our favorite lunch spots. I always have a hard time selecting between two sandwiches - The Elvis which is a peanut butter, banana and bacon sandwich or the Bird and Pig - roasted chicken, bacon, brie, apple, pressed on a Hawaiian sweet roll.

Bricks always offers weekly specials and featured drinks. The crowd is always fun and the staff is friendly.",Eastside,The Bricks,18.16,2.94,16.2,1,36-45,Non-binary,African American
DadAufR2brJtQCCq_NsPcQ_copy,Guest_6054,04.03.2012,4.0,"It was so difficult deciding what to order here. I was in the mood for a skanky chai latte, but the skinny bitch latte just had that calorie conscious ring to it. After a bit of thought I decided, skanky it shall be! This has got to be one of my favorite places in Tampa. I had never really put a pulse on ""hipster"" in Tampa, but I found the closest thing to it at Bricks. Plenty of space to lounge here with a nice offering that ranged from caffeinated beverages to brews and snacks. I would have never typically thought to throw bacon on a peanut butter and banana sandwich and then drizzle with honey, but I'm glad someone did. The Elvis sandwich is a hunka, hunka, burning yum! I would give this place five stars all day, except for the fact that service is slow. Like, dial-up slow. Like larvae to butterfly metamorphosis slow. So slow in fact that on a pretty *slow* afternoon, it would take 20 minutes just to get an iced chai even though you have a clear view of queue and activity of the servers. So slow that from time of check request to actually receiving it, was about another 20 minutes. While the laid back atmosphere is one of the things that makes this place so cool, it's also the incredibly laid back service that could put a damper on things if you're in a rush.",Eastside,The Bricks,20.7,0.82,3.9,5,65+,Female,Hispanic
6W_KEeCPnxjcuD6u4UXi0Q_copy,Guest_3177,18.06.2017,5.0,"Came for Father's day brunch, and will definitely come back. great selection of vegetarian food. Veggie Cuban and cheese grits were awesome. .and srvice was so good!",Eastside,The Bricks,12.21,1.65,13.5,2,,Female,Hispanic
s7X6kSDGGlowmEqCDEh2SQ_copy,Guest_4276,06/29/2014,3.0,"I am not nearly cool enough to go here. The waiter was not unfriendly, but he was much more friendly to some ladies who sat near me with full sleeves of tattoos.  I ordered the black bean burger, it was so flavor less and thin it could have been omitted.  The mayo on the sandwich and mixed greens on the side,  along with the pickle,  we're the best part of the meal. My beer was alright,  but if I am going to spend $7 on a pint it should be delicious or high gravity,  this was neither, and since no prices appeared next to the draft list,  the price was a bit of a shock.",Eastside,The Bricks,20.31,4.12,20.3,2,,Non-binary,African American
0F7dbDBRCGYd3wFBuVpFMA_copy,Guest_1975,07/28/2014,4.0,"What an eclectic hipster joint, right in the heart of Ybor. The restaurant name alone fits the atmosphere perfectly. The menu options are unique, what might sound like it wouldn't mesh on the palette ends up making you want seconds and if drinking enough-- thirds. This is a great place to have a drink and a scrumptious sandwich on a Sunday. I had the bird and pig, perfect combination of savory and sweet.",Eastside,The Bricks,,7.5,25.5,2,65+,Non-binary,African American
8_4B-G7i1ETKqsNLEiaXfw_copy,Guest_1909,10/27/2011,4.0,Loved the Mediterranean Grilled Cheese sandwich! Nice casual atmosphere. On the end of the strip so it is very convenient to get to during lunch hour. Looking forward to trying something else on the menu.,Eastside,The Bricks,40.55,6.47,15.9,2,65+,Female,
N1BiMP9r3IsmEzChi9PPwA_copy,Guest_8009,02/23/2011,4.0,,Eastside,The Bricks,17.36,3.08,17.7,4,18-25,Male,Mixed
t6OmnU6qlaPS2BzDnMS28w_copy,Guest_6454,05/20/2018,5.0,"My favorite drinks place to imbibe before a show in Ybor. Kyle is spot on every time with what is seemingly the exact thing I want before I even know it. Also, the nachos. Trust me!",Eastside,The Bricks,11.79,4.71,40.0,3,26-35,,
De-IwBjVk0Rkn1mGQ8GIbQ_copy,Guest_1566,12/06/2011,5.0,"A must when you are in Ybor.  I ate and drank here multiple times a day for my 5 day trip to Tampa.  Every single meal was spectacular.  The Skinny bitch latte is perfect to start the day.  The proper grilled cheese is amazing, just wish they would have tomato soup to go along with it.  And you can't find better bartenders anywhere else in town.",Eastside,The Bricks,23.22,3.38,14.5,4,65+,,Asian
RNtIj-FjLZFmGAp2Wy607A_copy,,05.12.2012,,"I went to this place for the first time last Saturday. I just wanted a place to grab some brunch that had mimosas and my friend suggested here. Boy am I glad she did!

Besides the crazy run in with a hard core group of strangers doing a running/fitness challenge, the staff there was really really friendly. Our server was very friendly and he even gave us free Appletinis on him!

I had the deluxe grilled cheese and it was really really good. 

The decor was awesome and I'm definitely going back and bringing friends!",Eastside,The Bricks,16.59,0.0,0.0,3,,Male,Other
ntNxLQQTBZhYVGZpvUQYzw_copy,Guest_6221,09/08/2016,5.0,My favorite lunch spot in Ybor. Best greek salad of all time. Great srvice.,Eastside,The Bricks,13.38,3.44,25.7,4,56-65,Male,African American
qzgc5-lizZMqupW7ZR8qmQ_copy,Guest_7287,2014-07-28,4.0,Seems like a good place ...very chill and low key..not my particular favorite food ( more on the healthy side) but still good quality food and service with a fun video game theme once a week ...good place to check out,Eastside,The Bricks,14.79,3.74,25.3,2,65+,,Native American
BceKC7jAlfmF6C-z-OTflQ_copy,Guest_8838,2017-08-19,4.0,"I went there for dinner while in the Tampa area and had a great meal.   They have multiple Vegan and Vegetarian options, while also having a full bar with Guinness.   Very unusual across the good ole USA.

The place is in an interesting area, which seems it could be a little rough in the dark, so if you go, I would recommend going during the light hours.

The bartenders are really nice, and helpful with picking a good dish.",Eastside,The Bricks,32.33,7.1,22.0,2,65+,Prefer not to say,African American
TU-0T2GWAAW4GBI68LNt-A_copy,Guest_7430,2016-05-07,3.0,"Wanted to try the pig and bird sammich but when I got there I decided on the Pacific Rim. The Asian slaw and bbq theme was too much to pass up. I thought the sandwich was really good and had a nice balance to it. I got chips and queso as my side but with this sandwich fries would have been the go to. They don't have fries so you'll have to choose something else. 

Service at the bar was really good, there were multiple people that helped me during my meal. One thing is they were out of three of the beers I wanted right off the bat. 

Pretty cool vibe in the place and people just hanging with friends having drinks and food.",Eastside,The Bricks,26.15,5.71,21.8,2,65+,,Asian
TCzaF5Lj0NLoCQuIujEzJg_copy,Guest_1446,30.11.2014,4.0,,Eastside,The Bricks,16.88,2.04,12.1,3,,,
siwaa7bmNx91IxRVWwhp3g_copy,Guest_7374,2014-05-29,4.0,,Eastside,The Bricks,19.24,0.0,0.0,2,65+,,African American
IgVIc163TZ4xbJqfUKdnRw_copy,Guest_3961,21.10.2015,,"This might be my first five star rating. This place was absolutely awesome and I cannot wait until I go back for a second time. Our sever, Millie, was friendly and efficient from the moment we sat down. The atmosphere of the place was unique, and the food was among the most unique in Tampa that I have experienced in years. I got the pork tacos for an appetizer and the ""bird and pig"" for lunch. The sandwich was so good I could have ordered it again. Overall it was a fantastic experience and I will be returning for their drink specials.",Eastside,The Bricks,,2.05,11.0,4,46-55,Male,Other
OhxIJjuDwcA0tRwXImwpeA_copy,Guest_7810,08/24/2014,3.0,,Eastside,The Bricks,11.52,1.11,9.6,2,65+,Non-binary,Native American
_aJ77lzyw1BhFqRU-wPwhA_copy,Guest_2385,03/02/2012,4.0,fun place with a nice atmosphere. Ordered the Elvis which is a good sandwich with peanut butter honey bananana and bacon! it sounds weird but it was delicious.,Eastside,The Bricks,33.73,5.73,17.0,2,46-55,Female,
nAdvLArVs5EaKwrOvFXTuQ_copy,Guest_6836,11/13/2014,5.0,I ordered the bird and pig with Asian slaw.. $10.   The sandwich is warm and pressed.  It has pulled chicken inside.  I was worried it would be dry.  IT'S NOT.  Very moist!  Thick cut bacon and thinly sliced green apple.there was also a mayo type sauce. .tasted a bit sweet...Boy was this sandwich great!!  The Asian slaw was delicately dressed with the careful handed use of sesame oil.   Fantastic!   And they have a large assortment of Florida brewed beers.  The Wynwood iPA was so flavorful and foam on top just pillowy.  Atmosphere relaxed.  Staff is friendly and service great.  I was here on a Thursday night about 6pm.  Nice and clean.,Eastside,The Bricks,34.23,4.82,14.1,4,,Male,Asian
